ID,AREA,Zona,Com,Comuna,xcoord,ycoord
160,924.81250,160.00000,13108,Independencia,345480.18971,6302899.98974
161,172.28125,161.00000,13108,Independencia,345295.65058,6302153.82375
162,629.81250,162.00000,13108,Independencia,345921.52442,6302204.71029
163,894.75000,163.00000,13108,Independencia,345573.98984,6301354.95709
168,653.78125,168.00000,13108,Independencia,344069.47257,6301905.95627
170,258.87500,170.00000,13108,Independencia,344786.58279,6301167.60046
166,911.18750,166.00000,13108,Independencia,346047.28310,6301535.49773
88,136.96875,88.00000,13104,Conchalí,345466.85526,6305636.28860
89,342.87500,89.00000,13104,Conchalí,345350.23050,6304992.80243
92,977.59375,92.00000,13104,Conchalí,344752.70228,6305686.76486
95,854.40625,95.00000,13104,Conchalí,344459.69252,6305928.66235
190,520.62500,190.00000,13110,La Florida,353396.86434,6288160.88165
191,237.12500,191.00000,13110,La Florida,352892.13492,6287178.41264
205,357.75000,205.00000,13110,La Florida,353812.66330,6287172.42811
206,37.37500,206.00000,13110,La Florida,352476.09302,6290119.88324
215,479.21875,215.00000,13110,La Florida,353113.00524,6288773.38093
216,750.31250,216.00000,13110,La Florida,352991.34499,6289311.15810
223,229.12500,223.00000,13110,La Florida,353579.82058,6290139.27010
224,254.40625,224.00000,13110,La Florida,353175.74389,6290803.23457
266,812.50000,266.00000,13113,La Reina,353389.12195,6299500.25175
290,275.56250,290.00000,13114,Las Condes,352920.61061,6300151.34000
361,239.25000,361.00000,13118,Macul,350039.21822,6293013.07177
363,722.50000,363.00000,13118,Macul,350699.20210,6293487.21989
368,439.43750,368.00000,13118,Macul,352674.16857,6293089.25842
370,850.50000,370.00000,13118,Macul,352805.63698,6293938.95907
371,430.62500,371.00000,13118,Macul,352979.34435,6294798.35182
373,592.00000,373.00000,13118,Macul,351958.32667,6293416.72829
422,173.40625,422.00000,13120,Ñuñoa,352895.30476,6295493.51537
426,325.50000,426.00000,13120,Ñuñoa,353281.79016,6297559.69610
433,594.09375,433.00000,13120,Ñuñoa,352971.64455,6298250.13790
434,96.75000,434.00000,13120,Ñuñoa,353218.55469,6298924.77820
438,824.59375,438.00000,13120,Ñuñoa,352896.56920,6296299.85070
440,765.31250,440.00000,13120,Ñuñoa,353437.94256,6296965.99936
467,278.43750,467.00000,13122,Peñalolén,352918.28267,6291784.51390
476,472.59375,476.00000,13122,Peñalolén,353379.80460,6293541.39290
477,103.87500,477.00000,13122,Peñalolén,354195.73858,6293620.16473
482,609.12500,482.00000,13122,Peñalolén,352979.81275,6291274.61017
484,248.87500,484.00000,13122,Peñalolén,356432.54261,6292846.02193
485,620.37500,485.00000,13122,Peñalolén,355525.68062,6292924.20023
487,7.75000,487.00000,13122,Peñalolén,353382.15365,6292585.91101
490,729.87500,490.00000,13122,Peñalolén,355828.09283,6294334.82609
620,478.43750,620.00000,13129,San Joaquín,349104.88348,6293336.04709
622,952.15625,622.00000,13129,San Joaquín,347860.42329,6292978.94718
628,185.40625,628.00000,13129,San Joaquín,347793.16193,6293699.46271
629,124.62500,629.00000,13129,San Joaquín,348339.87376,6293216.93643
196,93.62500,196.00000,13110,La Florida,350812.90970,6290162.24825
225,903.78125,225.00000,13110,La Florida,351488.32036,6290183.40845
234,924.68750,234.00000,13111,La Granja,350118.87823,6289952.79598
235,542.62500,235.00000,13111,La Granja,349259.52879,6289965.92282
236,443.15625,236.00000,13111,La Granja,348457.13116,6289842.69707
240,909.00000,240.00000,13111,La Granja,349003.82329,6287132.19871
242,271.43750,242.00000,13111,La Granja,350098.70369,6287307.72042
243,233.00000,243.00000,13111,La Granja,349980.03340,6287900.24552
244,745.81250,244.00000,13111,La Granja,349785.38760,6290120.96410
245,575.87500,245.00000,13111,La Granja,349845.87028,6289065.23777
246,907.37500,246.00000,13111,La Granja,349935.39990,6288411.44904
249,170.62500,249.00000,13111,La Granja,348538.72884,6289475.45549
374,397.93750,374.00000,13118,Macul,350374.57959,6292269.65407
376,124.56250,376.00000,13118,Macul,350363.68862,6291632.09807
625,352.28125,625.00000,13129,San Joaquín,349975.85133,6290881.91514
636,700.25000,636.00000,13129,San Joaquín,349692.66165,6291598.35864
653,125.25000,653.00000,13131,San Ramón,347617.46999,6289854.03165
654,995.15625,654.00000,13131,San Ramón,347613.10911,6289492.26833
237,861.81250,237.00000,13111,La Granja,348670.43610,6288901.98397
238,439.28125,238.00000,13111,La Granja,348479.96165,6288095.14614
239,918.62500,239.00000,13111,La Granja,349102.02443,6288071.39267
241,742.46875,241.00000,13111,La Granja,348808.38136,6287538.99629
657,434.43750,657.00000,13131,San Ramón,347768.08673,6288077.13810
665,24.78125,665.00000,13131,San Ramón,347739.16922,6287650.18683
661,522.93750,661.00000,13131,San Ramón,347736.50297,6286966.73307
656,53.90625,656.00000,13131,San Ramón,347725.32111,6288555.62633
658,665.71875,658.00000,13131,San Ramón,347578.56307,6289186.97801
623,913.68750,623.00000,13129,San Joaquín,348453.18925,6290350.92615
624,218.93750,624.00000,13129,San Joaquín,348291.05410,6290950.51241
630,30.93750,630.00000,13129,San Joaquín,349065.70491,6291805.83915
632,212.62500,632.00000,13129,San Joaquín,348490.94128,6292283.72146
633,886.40625,633.00000,13129,San Joaquín,348598.95230,6291650.51736
634,998.53125,634.00000,13129,San Joaquín,348030.59912,6291637.08374
647,488.00000,647.00000,13130,San Miguel,347652.23451,6291000.72125
649,528.00000,649.00000,13130,San Miguel,347506.05678,6290401.17031
631,41.15625,631.00000,13129,San Joaquín,347960.83940,6292279.37707
637,645.37500,637.00000,13129,San Joaquín,348863.26674,6290907.12989
638,500.93750,638.00000,13129,San Joaquín,349367.70483,6290863.30535
621,933.00000,621.00000,13129,San Joaquín,349228.30844,6292761.03428
635,474.90625,635.00000,13129,San Joaquín,349473.06349,6292236.86807
193,782.37500,193.00000,13110,La Florida,352490.23660,6288143.07656
214,8.03125,214.00000,13110,La Florida,350812.67094,6287786.24316
217,966.46875,217.00000,13110,La Florida,351345.36099,6288309.00060
218,584.06250,218.00000,13110,La Florida,351804.30823,6288330.05454
227,855.93750,227.00000,13110,La Florida,351413.63153,6289261.84860
229,11.50000,229.00000,13110,La Florida,351842.34000,6286953.25415
230,770.21875,230.00000,13110,La Florida,351749.93963,6287560.77391
207,475.43750,207.00000,13110,La Florida,350713.04687,6286966.45894
213,226.06250,213.00000,13110,La Florida,350758.64088,6289003.38530
231,215.18750,231.00000,13110,La Florida,350937.52539,6288402.93066
189,942.53125,189.00000,13110,La Florida,352251.44552,6288769.03585
228,878.37500,228.00000,13110,La Florida,352059.12421,6289319.52633
197,633.17188,197.00000,13110,La Florida,351785.47872,6290442.77143
198,220.68750,198.00000,13110,La Florida,351766.06827,6290845.03558
360,543.06250,360.00000,13118,Macul,351692.54723,6291630.65912
367,232.75000,367.00000,13118,Macul,352302.19133,6292104.52685
372,732.25000,372.00000,13118,Macul,351890.44874,6292695.01768
377,375.78125,377.00000,13118,Macul,350952.36377,6291487.51626
226,553.59375,226.00000,13110,La Florida,350894.08094,6290897.64319
362,309.75000,362.00000,13118,Macul,350905.80102,6292941.72970
375,906.87500,375.00000,13118,Macul,351102.38192,6292305.34645
35,213.68750,35.00000,13101,Santiago,347833.62572,6297111.13087
51,652.37500,51.00000,13101,Santiago,348428.92692,6296206.22001
366,933.25000,366.00000,13118,Macul,349997.56393,6294359.41987
419,458.43750,419.00000,13120,Ñuñoa,349943.13543,6295150.14263
420,493.78125,420.00000,13120,Ñuñoa,349587.88444,6295629.82572
421,214.46875,421.00000,13120,Ñuñoa,349531.66919,6296136.74015
424,209.06250,424.00000,13120,Ñuñoa,351147.39412,6296650.04747
428,525.68750,428.00000,13120,Ñuñoa,350279.34715,6295843.67357
431,136.18750,431.00000,13120,Ñuñoa,349677.07570,6297602.46950
441,56.56250,441.00000,13120,Ñuñoa,351847.24940,6296583.88659
442,61.68750,442.00000,13120,Ñuñoa,352482.34453,6296553.51703
445,441.15625,445.00000,13120,Ñuñoa,350285.32500,6296544.23929
446,447.68750,446.00000,13120,Ñuñoa,349143.84402,6296637.17815
447,454.46875,447.00000,13120,Ñuñoa,349104.63256,6297106.63952
448,214.81250,448.00000,13120,Ñuñoa,350229.43358,6297014.22158
500,465.68750,500.00000,13123,Providencia,349893.47793,6299966.54745
501,629.87500,501.00000,13123,Providencia,349358.70689,6298334.66570
502,350.12500,502.00000,13123,Providencia,350270.98597,6298504.23318
503,277.87500,503.00000,13123,Providencia,350116.77470,6299266.79989
38,109.50000,38.00000,13101,Santiago,348012.88805,6295218.32231
52,960.59375,52.00000,13101,Santiago,348572.77588,6295458.47935
619,977.12500,619.00000,13129,San Joaquín,347997.44773,6294462.69319
626,134.62500,626.00000,13129,San Joaquín,348822.67165,6294734.87172
627,389.12500,627.00000,13129,San Joaquín,349017.88835,6293982.88776
36,350.93750,36.00000,13101,Santiago,347798.39287,6296535.85012
37,793.53125,37.00000,13101,Santiago,347729.65390,6295878.85176
427,692.31250,427.00000,13120,Ñuñoa,349048.27623,6295857.44700
22,760.07813,22.00000,13101,Santiago,347127.11276,6298712.72035
23,635.06250,23.00000,13101,Santiago,347558.34096,6299081.01902
32,153.21875,32.00000,13101,Santiago,348110.71266,6297974.58006
41,118.37500,41.00000,13101,Santiago,347845.96933,6298704.10291
430,374.78125,430.00000,13120,Ñuñoa,348915.20933,6297551.10092
494,925.00000,494.00000,13123,Providencia,348369.35037,6298938.16334
495,931.31250,495.00000,13123,Providencia,348525.56958,6298171.60574
510,666.68750,510.00000,13123,Providencia,349408.53048,6299319.06132
511,476.31250,511.00000,13123,Providencia,348915.86054,6299177.90114
516,205.31250,516.00000,13123,Providencia,348337.31134,6299532.16537
33,648.75000,33.00000,13101,Santiago,347594.79619,6297693.13516
34,399.65625,34.00000,13101,Santiago,347394.81653,6298275.52058
600,990.06250,600.00000,13127,Recoleta,347624.69368,6299639.70290
364,678.75000,364.00000,13118,Macul,351935.14404,6294726.51759
369,793.25000,369.00000,13118,Macul,351901.11139,6294064.79990
423,500.12500,423.00000,13120,Ñuñoa,351064.07329,6295603.40985
443,870.84375,443.00000,13120,Ñuñoa,352280.02799,6295661.06451
444,697.12500,444.00000,13120,Ñuñoa,351793.75470,6295463.28006
365,471.68750,365.00000,13118,Macul,351047.87127,6294414.33681
425,629.75000,425.00000,13120,Ñuñoa,351253.13814,6297964.88843
432,518.56250,432.00000,13120,Ñuñoa,352453.87336,6298330.51567
437,874.25000,437.00000,13120,Ñuñoa,351384.60572,6297448.76937
496,312.50000,496.00000,13123,Providencia,351724.48979,6299834.35967
504,527.37500,504.00000,13123,Providencia,351483.26400,6299056.75740
509,494.18750,509.00000,13123,Providencia,351820.34760,6298421.20779
512,764.71875,512.00000,13123,Providencia,352418.25709,6299137.32877
514,923.81250,514.00000,13123,Providencia,350970.85614,6298629.55322
429,837.43750,429.00000,13120,Ñuñoa,350442.48603,6297678.71916
513,184.93750,513.00000,13123,Providencia,350785.58922,6299421.97198
436,708.43750,436.00000,13120,Ñuñoa,352251.35753,6297479.94839
505,473.78125,505.00000,13123,Providencia,352080.06383,6299403.43354
200,77.18750,200.00000,13110,La Florida,354822.79076,6290005.42201
202,459.75000,202.00000,13110,La Florida,356124.62913,6288886.88558
203,467.87500,203.00000,13110,La Florida,356378.59581,6287500.93867
221,901.62500,221.00000,13110,La Florida,355703.73086,6290240.91614
222,382.81250,222.00000,13110,La Florida,356466.80596,6290251.51914
466,574.25000,466.00000,13122,Peñalolén,355888.19785,6291518.36834
201,656.75000,201.00000,13110,La Florida,354968.30798,6287590.12946
219,603.18750,219.00000,13110,La Florida,354408.37269,6289437.60002
220,85.00000,220.00000,13110,La Florida,354706.21956,6288721.22311
199,460.00000,199.00000,13110,La Florida,354411.27579,6290611.97623
468,661.12500,468.00000,13122,Peñalolén,354393.46870,6291267.86777
475,214.50000,475.00000,13122,Peñalolén,354647.75722,6292745.00953
483,519.50000,483.00000,13122,Peñalolén,353724.06901,6291646.90960
486,968.81250,486.00000,13122,Peñalolén,354390.62729,6292061.36420
212,289.25000,212.00000,13110,La Florida,357723.55350,6289290.15030
268,430.25000,268.00000,13113,La Reina,355712.87157,6297143.41473
270,424.68750,270.00000,13113,La Reina,356347.18288,6299746.91626
272,907.06250,272.00000,13113,La Reina,356629.21980,6297210.20147
273,918.18750,273.00000,13113,La Reina,357347.74975,6297164.61873
274,863.00000,274.00000,13113,La Reina,358141.79464,6298536.76096
276,791.00000,276.00000,13113,La Reina,356538.45145,6299027.88265
277,367.12500,277.00000,13113,La Reina,356387.71791,6298193.70657
278,806.21875,278.00000,13113,La Reina,354277.63532,6296952.21346
279,532.62500,279.00000,13113,La Reina,355112.64305,6296653.60646
280,844.00000,280.00000,13113,La Reina,354910.30104,6297214.30334
285,273.93750,285.00000,13113,La Reina,356203.57012,6297000.92683
478,220.25000,478.00000,13122,Peñalolén,356295.63883,6295634.00467
470,576.90625,470.00000,13122,Peñalolén,353784.37059,6295174.48946
471,465.81250,471.00000,13122,Peñalolén,354029.73356,6296042.75099
472,19.06250,472.00000,13122,Peñalolén,355278.28032,6296056.42557
473,285.68750,473.00000,13122,Peñalolén,354937.90778,6295573.68382
474,981.31250,474.00000,13122,Peñalolén,354699.52962,6295001.50305
488,860.53125,488.00000,13122,Peñalolén,354146.97934,6294411.97132
489,734.93750,489.00000,13122,Peñalolén,354856.39634,6294291.50200
469,785.21875,469.00000,13122,Peñalolén,353609.71711,6294584.73749
439,454.62500,439.00000,13120,Ñuñoa,353377.02159,6296190.15294
267,424.06250,267.00000,13113,La Reina,354591.58530,6298893.63876
269,99.81250,269.00000,13113,La Reina,354374.01294,6299466.34743
281,272.46875,281.00000,13113,La Reina,354083.08786,6298336.09806
282,296.50000,282.00000,13113,La Reina,355067.89990,6298421.37483
283,421.00000,283.00000,13113,La Reina,354437.17193,6297678.44872
435,361.81250,435.00000,13120,Ñuñoa,353561.59669,6298216.60510
284,835.43750,284.00000,13113,La Reina,355350.09573,6297824.87652
265,870.50000,265.00000,13113,La Reina,355393.79447,6299447.01575
271,348.43750,271.00000,13113,La Reina,357049.82870,6296510.01990
479,79.50000,479.00000,13122,Peñalolén,357180.99220,6295491.26056
286,977.62500,286.00000,13113,La Reina,357390.99697,6297942.88610
323,594.78125,323.00000,13114,Las Condes,356691.95464,6300386.05294
306,721.81250,306.00000,13114,Las Condes,353393.94852,6302995.23917
307,991.37500,307.00000,13114,Las Condes,353158.12274,6302286.83934
324,659.25000,324.00000,13115,Lo Barnechea,357199.35443,6307451.09449
666,413.87500,666.00000,13132,Vitacura,352233.44565,6304098.23981
667,253.25000,667.00000,13132,Vitacura,353018.98134,6304514.71984
672,259.00000,672.00000,13132,Vitacura,353546.96785,6305167.05844
674,544.00000,674.00000,13132,Vitacura,355663.33879,6306643.54221
675,947.25000,675.00000,13132,Vitacura,353261.90266,6306544.49660
677,607.06250,677.00000,13132,Vitacura,353032.34318,6303365.47678
678,414.81250,678.00000,13132,Vitacura,352357.54335,6304955.66025
684,437.00000,684.00000,13132,Vitacura,352127.94649,6306332.05075
146,338.75000,146.00000,13107,Huechuraba,349930.81970,6304143.13787
147,319.12500,147.00000,13107,Huechuraba,350020.91178,6305292.44126
148,520.87500,148.00000,13107,Huechuraba,348786.65618,6305955.99616
153,845.25000,153.00000,13107,Huechuraba,348429.91957,6304916.27494
590,101.00000,590.00000,13127,Recoleta,349373.59063,6302862.83173
597,659.43750,597.00000,13127,Recoleta,347586.62717,6303851.30008
598,929.81250,598.00000,13127,Recoleta,347800.72492,6304399.37424
683,677.75000,683.00000,13132,Vitacura,351314.43620,6303377.86372
584,323.25000,584.00000,13127,Recoleta,347739.38570,6303043.82220
586,827.12500,586.00000,13127,Recoleta,348181.13173,6301445.07387
587,970.40625,587.00000,13127,Recoleta,348581.97570,6302599.76665
589,894.93750,589.00000,13127,Recoleta,347634.03337,6302384.01658
591,795.62500,591.00000,13127,Recoleta,348713.50933,6301899.59981
599,111.18750,599.00000,13127,Recoleta,348374.17473,6303628.57483
585,85.48438,585.00000,13127,Recoleta,347416.11535,6301826.89070
595,217.81250,595.00000,13127,Recoleta,347374.80766,6301267.85070
144,752.93750,144.00000,13107,Huechuraba,347222.02386,6305689.84595
145,741.87500,145.00000,13107,Huechuraba,348040.71344,6305714.12189
149,579.43750,149.00000,13107,Huechuraba,348334.41098,6307089.86062
155,272.00000,155.00000,13107,Huechuraba,347464.13723,6306468.69296
156,795.06250,156.00000,13107,Huechuraba,347843.52144,6307223.59309
287,396.62500,287.00000,13114,Las Condes,351682.85547,6301925.65272
288,404.81250,288.00000,13114,Las Condes,352029.08376,6301213.34083
682,732.87500,682.00000,13132,Vitacura,351957.61087,6303002.46635
295,49.50000,295.00000,13114,Las Condes,356167.34396,6301832.35081
297,894.00000,297.00000,13114,Las Condes,356443.91317,6303057.91101
299,886.34375,299.00000,13114,Las Condes,356438.57654,6304423.41916
313,903.43750,313.00000,13114,Las Condes,355799.16763,6303971.96622
314,764.87500,314.00000,13114,Las Condes,357158.12488,6303604.19235
315,265.25000,315.00000,13114,Las Condes,357262.78883,6304544.33353
317,259.23438,317.00000,13114,Las Condes,356085.67404,6303640.50395
319,988.31250,319.00000,13114,Las Condes,355563.16167,6302868.40971
669,473.62500,669.00000,13132,Vitacura,354217.98382,6304076.81497
670,78.09375,670.00000,13132,Vitacura,355325.34884,6304339.63492
671,642.75000,671.00000,13132,Vitacura,355080.50680,6304670.20633
679,670.25000,679.00000,13132,Vitacura,354801.01841,6305023.16681
680,772.25000,680.00000,13132,Vitacura,355945.09764,6305401.83552
292,584.00000,292.00000,13114,Las Condes,354011.78903,6301743.22958
296,836.87500,296.00000,13114,Las Condes,355032.82278,6301902.92742
300,242.81250,300.00000,13114,Las Condes,354897.70229,6303685.41887
312,80.87500,312.00000,13114,Las Condes,354906.91323,6302959.18697
321,75.37500,321.00000,13114,Las Condes,354291.20857,6303142.99126
320,974.48438,320.00000,13114,Las Condes,353753.13232,6302714.27016
668,552.71875,668.00000,13132,Vitacura,353526.51933,6303923.49517
676,322.62500,676.00000,13132,Vitacura,354508.67457,6305498.40918
309,811.56250,309.00000,13114,Las Condes,357128.04156,6301876.45016
673,774.90625,673.00000,13132,Vitacura,357890.27104,6305856.61916
681,50.25000,681.00000,13132,Vitacura,356707.10948,6305392.16502
325,925.50000,325.00000,13115,Lo Barnechea,355893.63818,6310514.88658
332,618.00000,332.00000,13115,Lo Barnechea,357577.65365,6310361.60712
335,582.31250,335.00000,13115,Lo Barnechea,357666.59859,6309927.18154
730,338.50000,730.00000,13301,Colina,347542.68225,6317090.95215
731,469.25000,731.00000,13301,Colina,347124.20700,6318252.06445
737,619.50000,737.00000,13301,Colina,344351.57470,6324736.20104
738,779.00000,738.00000,13301,Colina,344572.89128,6326443.39481
735,425.50000,735.00000,13301,Colina,340864.50655,6318804.17860
736,73.00000,736.00000,13301,Colina,344095.06141,6321853.03816
741,376.00000,741.00000,13301,Colina,341720.19957,6324834.31851
748,988.50000,748.00000,13302,Lampa,336114.33466,6319964.06116
739,875.00000,739.00000,13301,Colina,338177.87364,6319189.31373
733,778.00000,733.00000,13301,Colina,344124.98261,6317723.16140
734,864.00000,734.00000,13301,Colina,342647.23492,6318167.81300
732,735.25000,732.00000,13301,Colina,345198.03351,6317043.03804
328,352.00000,328.00000,13115,Lo Barnechea,371954.34372,6309347.70797
329,399.50000,329.00000,13115,Lo Barnechea,360771.30404,6309772.49051
330,167.75000,330.00000,13115,Lo Barnechea,360233.38672,6308126.45098
301,681.25000,301.00000,13114,Las Condes,360736.89057,6304267.47865
311,177.75000,311.00000,13114,Las Condes,361517.44859,6306565.49751
318,252.50000,318.00000,13114,Las Condes,361232.51176,6302894.10339
